timestamp,east,north,up
2024-11-06T01:05:22.519793,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:22.590300,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:22.648014,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:22.716406,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:22.809079,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:22.883702,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:22.977761,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:23.053027,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:23.131187,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:24.565561,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:24.682366,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:24.805285,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:24.934598,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:25.010127,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:25.085644,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:25.140690,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:25.206426,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:25.281219,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:25.341629,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:25.414500,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:25.490991,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:25.547282,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:25.627776,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:27.696194,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:27.784059,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:27.881609,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:27.946395,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:28.008930,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:28.089214,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:28.155987,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:28.262077,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:28.330063,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:28.397900,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:28.473715,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:28.549474,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:28.625413,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:28.704337,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:28.784157,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:28.891991,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:28.983489,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:29.052013,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:29.148020,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:29.214784,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:29.278160,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:29.355058,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:29.432488,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:29.496031,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:29.556989,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:29.604752,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:29.669848,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:29.732200,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:29.804029,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:29.854059,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:29.902065,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:29.969991,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:30.022787,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:30.087284,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:30.800071,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:31.737522,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:31.814512,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:31.891736,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:31.976058,3.5015048030433387,-3.481061789570626,-4.8713674621547804
2024-11-06T01:05:32.049866,3.5015048030433387,-3.481061789570626,-4.8713674621547804
